titol,preu,venedor,label,catalog_number,media_condition,sleeve_condition,rating,shipped_from,link
"Sauveur Mallia - Spatial & Co Vol. 2 (LP, Ltd, RE)",€25.10,KagoshimaRecords,Tele Music,"TM 3076, BEWITH 122 LP","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.86,Ships From:Italy,https://www.discogs.com/sell/item/2966228913
"Don Cherry, Jean Schwarz - Roundtrip (1977) (Live at Théâtre Récamier, Paris) (LP, Album)",€25.09,KagoshimaRecords,Transversales Disques,TRS26,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:Italy,https://www.discogs.com/sell/item/2464726274
"Ash Walker - Astronaut (LP, Album, Ltd, Num, Ros)",€25.01,KagoshimaRecords,Night Time Stories,ALNLP67,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.83,Ships From:Italy,https://www.discogs.com/sell/item/2920832962
"Azar Azar - Cosmic Drops (LP, Album)",€24.64,KagoshimaRecords,Jazzego,JAZZEGO006,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/2580688806
"Stanislas Tohon* - Owhaaou ! (12"", EP)",€24.17,KagoshimaRecords,Hot Casa Records,HC 77,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.40,Ships From:Italy,https://www.discogs.com/sell/item/2580702318
"Various - The Sounds Of Patchwork Vol. 1 (LP, Comp)",€24.17,KagoshimaRecords,Farfalla Records (2),FR09LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.69,Ships From:Italy,https://www.discogs.com/sell/item/2580716436
"Glenn Echo (3), Daniel Meinecke - What Happened to Yesterday? Vol. 1 (LP, Tra)",€24.17,KagoshimaRecords,MotorCity Wine Recordings,MCWR015,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/2985469046
"Fabiano Do Nascimento* - Mundo Solo (LP, Album)",€23.24,KagoshimaRecords,Far Out Recordings,FARO241LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Italy,https://www.discogs.com/sell/item/2997487694
"Tobor Experiment - Available Forms (LP, Album)",€23.24,KagoshimaRecords,Bear Funk,BFKLP036,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.43,Ships From:Italy,https://www.discogs.com/sell/item/3308216382
"Fabiano Do Nascimento* - Mundo Solo (LP, Album)",€23.24,KagoshimaRecords,Far Out Recordings,FARO241LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Italy,https://www.discogs.com/sell/item/2997491918
Khalab* - Layers (LP),€23.15,KagoshimaRecords,Hyperjazz Records,HJ011,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.64,Ships From:Italy,https://www.discogs.com/sell/item/2932146355
"Brijean - Angelo (12"", EP, Ltd, Pin)",€22.31,KagoshimaRecords,Ghostly International,GI-412,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Italy,https://www.discogs.com/sell/item/3059840905
Lorenzo Morresi & Le Isole - Pop Flop (LP),€22.30,KagoshimaRecords,Space Echo Records,SELP809,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/3229657294
"Andrea Belfi - Eternally Frozen (LP, Album, Cle)",€21.85,KagoshimaRecords,Maple Death Records,MDR065,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:Italy,https://www.discogs.com/sell/item/3008027318
"Ian Ash & Ella May (3) / Jessie Wagner & Fostin Meet Ian Ash - ""The Boogievision"" Of Ian Ash (12"", EP)",€20.92,KagoshimaRecords,Boogie Butt,BBR-021,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.13,Ships From:Italy,https://www.discogs.com/sell/item/2805522784
"Ian Ash & Ella May (3) / Jessie Wagner & Fostin Meet Ian Ash - ""The Boogievision"" Of Ian Ash (12"", EP)",€20.92,KagoshimaRecords,Boogie Butt,BBR-021,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.13,Ships From:Italy,https://www.discogs.com/sell/item/2805522892
"Sampology, Charlie Hill (11) - Galaxy (LP, EP)",€19.98,KagoshimaRecords,Middle Name Records,MNR006,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),3.00,Ships From:Italy,https://www.discogs.com/sell/item/2535993060
"Flashbaxx - Take Care My Friend (Remixes) (12"", MiniAlbum)",€18.59,KagoshimaRecords,NuNorthernSoul,NUNS059V,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Italy,https://www.discogs.com/sell/item/2736274174
"Flashbaxx - Take Care My Friend (Remixes) (12"", MiniAlbum)",€18.59,KagoshimaRecords,NuNorthernSoul,NUNS059V,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Italy,https://www.discogs.com/sell/item/2736274060
"Flashbaxx - Take Care My Friend (Remixes) (12"", MiniAlbum)",€18.59,KagoshimaRecords,NuNorthernSoul,NUNS059V,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Italy,https://www.discogs.com/sell/item/2736272185
"Sindaco feat. Marcela Dias/Abyssy/Stromboli - Spiritual Safari (LP, Ltd, 200)",€18.58,KagoshimaRecords,New Interplanetary Melodies,NIM010,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/2369935852
"Precious Bloom - Lunar Fantasies (12"", EP)",€16.64,KagoshimaRecords,Bless You,BLESSYOU017,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.62,Ships From:Italy,https://www.discogs.com/sell/item/2720711851
"Precious Bloom - Lunar Fantasies (12"", EP)",€16.64,KagoshimaRecords,Bless You,BLESSYOU017,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.62,Ships From:Italy,https://www.discogs.com/sell/item/2720711005
"Larry Manteca - Ufo Bossa (7"")",€16.26,KagoshimaRecords,Four Flies Records,FLIES 45-45,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.86,Ships From:Italy,https://www.discogs.com/sell/item/2494053050
"The Lahaar - The Lahaar (12"", EP)",€15.71,KagoshimaRecords,Soundway,SNDW12050,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.88,Ships From:Italy,https://www.discogs.com/sell/item/3194451971
"Guest (17) - Guest Mini Edits Vol.3 (7"", RP, Whi)",€14.87,KagoshimaRecords,Cuts (2),CUTSX006,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Italy,https://www.discogs.com/sell/item/2969447576
"Nico Lahs - Holy Day (12"")",€13.94,KagoshimaRecords,Undaground Therapy Muzik,UTM2-006,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.70,Ships From:Italy,https://www.discogs.com/sell/item/2631635106
"Herbie Hancock - Sextant (LP, Album, Club, RE, Lun)",$35.00,JerseyRecs,Columbia,19658819721,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.64,Ships From:United States,https://www.discogs.com/sell/item/2871953554
"Guy Cuevas - Le Palace Club Paris (2xLP, Album)",€35.00,Vinylrun974,Universal Music France,539-887-3,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Reunion (French),https://www.discogs.com/sell/item/3188319316
"Various - Hotel Jolie Dame (LP, RSD, Comp, Ora)",€33.00,Vinylrun974,Jazz Dispensary,CR00630,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.37,Ships From:Reunion (French),https://www.discogs.com/sell/item/2534218992
"Skyrager - Traces Of Illusion (2xLP, Comp)",£27.00,kc_and_the,Spacetalk Records,STLKLP009,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",Near Mint (NM or M-),4.92,Ships From:United Kingdom,https://www.discogs.com/sell/item/3811926854
"Tour-Maubourg - Floating On Silence EP (12"", EP, Ltd)",€186.21,Sound-of-Coffee,Noire & Blanche,NOIRE&BLANCHE009,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Denmark,https://www.discogs.com/sell/item/3312007821
"Moderator (2) Meets Oddly Humes - Forbidden Acts Of Vaudeville (LP, Ltd, 180)",€123.84,Sound-of-Coffee,Not On Label (Moderator (2) Self-released),none,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.88,Ships From:Denmark,https://www.discogs.com/sell/item/3415834899
"MC 900 Ft Jesus - [PIAS] 40 (12"", EP, Comp)",$21.00,modernmusic,[PIAS],BIAS4013,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:United States,https://www.discogs.com/sell/item/3666793701
"Luke Una - É Soul Cultura Volume 2 (2xLP, Comp)",$23.00,modernmusic,Mr Bongo,MRBLP268,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.90,Ships From:United States,https://www.discogs.com/sell/item/3443977869
"David Murray, ?uestlove*, Ray Angry* - Plumb (Box, Dlx + 4xLP, Album)",$140.00,crisgil24,JMI Recordings,JMI-17,Very Good Plus (VG+),Very Good Plus (VG+),4.88,Ships From:United States,https://www.discogs.com/sell/item/3811722497
"Bohren & Der Club Of Gore - Bohren For Beginners (3xLP, Comp, RE)",$49.98,zionsgate,[PIAS],PIASD5016LP3,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.69,Ships From:United States,https://www.discogs.com/sell/item/3811501802
"DJ Meo - Discotheque Melodj Mecca Rimini - Volume 2 (2xLP, Comp, Unofficial, Lim)",€31.99,TOPSELECTION,Use Vinyl Records,UVR 240.23,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:Italy,https://www.discogs.com/sell/item/3811586633
"Resavoir - Resavoir (LP, Album, Ltd, Ora)",$20.88,Silverplatters,International Anthem Recording Company,IARC0072,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.71,Ships From:United States,https://www.discogs.com/sell/item/3811480553
"A Certain Ratio - 1982 (LP, Album, Ltd, Gre)",€31.20,FatherHerbieRecords,Mute,LSTUMM480,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.39,Ships From:Greece,https://www.discogs.com/sell/item/3811452590
"Love Cry Want - Love Cry Want (LP, Album, Ltd, RE)",CA$42.95,rocknlivre,Lion Productions,"LION LP-199, RTAI 009, IWS - 015","Mint (M)

                    



                                                Absolutely perfect in every way",No Cover,N/A,Ships From:Canada,https://www.discogs.com/sell/item/3811447358
