titol,preu,venedor,label,catalog_number,media_condition,sleeve_condition,rating,shipped_from,link
"Monde UFO - 7171 (LP, Album, RE, Exp + 7"")",€33.00,DiscoboleRecords,Fire Records,FIRELP732,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:Greece,https://www.discogs.com/sell/item/3771258903
"Potatohead People - Mellow Fantasy (LP, Album, Blu)",€32.00,DiscoboleRecords,Bastard Jazz Recordings,BJLP31,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),2.00,Ships From:Greece,https://www.discogs.com/sell/item/2859985462
"Lemon Quartet - ArtsFest (LP, Album)",€26.00,DiscoboleRecords,Last Resort,LR007,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Greece,https://www.discogs.com/sell/item/2726483086
"Sparkle Division - Foxy (LP, Album, Ltd, Opa)",€35.00,DiscoboleRecords,Temporary Residence Limited,TRR412,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.33,Ships From:Greece,https://www.discogs.com/sell/item/2892139819
"Julian Klaas - Impromptu (LP, Album, 180)",€26.00,DiscoboleRecords,Squama,SQM019,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/2562204237
"The Lahaar - The Lahaar (12"", EP)",€24.00,DiscoboleRecords,Soundway,SNDW12050,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.88,Ships From:Greece,https://www.discogs.com/sell/item/3735319924
"Various - Future Bubblers 7.0 (LP, Comp)",€23.00,DiscoboleRecords,Brownswood Recordings,BWOOD 0325,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.25,Ships From:Greece,https://www.discogs.com/sell/item/2900695123
"Danny Scott Lane - Shower (LP, Album, Ltd)",€30.00,DiscoboleRecords,We Release Whatever The Fuck We Want Records,WRWTFWW086,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:Greece,https://www.discogs.com/sell/item/3250910720
"Pointe Du Lac - Les siphonophores des eaux froides et profondes de l'Arctique (LP, Album, Ltd)",€30.00,DiscoboleRecords,Hands In The Dark,HITD066,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.29,Ships From:Greece,https://www.discogs.com/sell/item/3032936602
"Sparkle Division - Foxy (LP, Album, 180)",€33.00,DiscoboleRecords,Temporary Residence Limited,TRR412,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),N/A,Ships From:Greece,https://www.discogs.com/sell/item/2857117651
"Giovanni Di Domenico - Succo Di Formiche (LP, Album)",€29.00,DiscoboleRecords,Unseen Worlds,UW047LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),N/A,Ships From:Greece,https://www.discogs.com/sell/item/3034317451
"Gecko Turner - Somebody From Badajoz (LP, Album, Ltd, Cle)",€20.00,DiscoboleRecords,Lovemonk,LMNK74,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),N/A,Ships From:Greece,https://www.discogs.com/sell/item/2494413941
"Brijean - Angelo (12"", EP, Ltd, Pin)",€27.00,DiscoboleRecords,Ghostly International,GI-412,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Greece,https://www.discogs.com/sell/item/3627633726
"Lonnie Holley - Oh Me Oh My (LP, Album)",€31.00,DiscoboleRecords,Jagjaguwar,JAG437,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.24,Ships From:Greece,https://www.discogs.com/sell/item/2892129109
Robert Hood & Femi Kuti - Variations (LP),€34.00,DiscoboleRecords,M-Plant,"MPM45, M.PM45","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.89,Ships From:Greece,https://www.discogs.com/sell/item/3226868890
Conic Rose - Heller Tag (LP),€30.00,DiscoboleRecords,Not On Label (Conic Rose Self-released),CONICROSE LP01,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.70,Ships From:Greece,https://www.discogs.com/sell/item/2773690522
"Error Subcutáneo - Temporada Ciclónica (12"", EP, Ltd)",€23.00,DiscoboleRecords,Running Circle (2),RNCL07,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/3468119289
"Faizal Mostrixx* - Mutations (LP, Album)",€23.00,DiscoboleRecords,Glitterbeat,GBLP141,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),3.60,Ships From:Greece,https://www.discogs.com/sell/item/2574808770
"Bruno Spoerri - Musiques Légères (1976-1982) (LP, Album, Ltd, 180)",€35.00,DiscoboleRecords,We Release Jazz,WRJ012LTD,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:Greece,https://www.discogs.com/sell/item/3448626672
"Ivan The Tolerable And Friends* - Autodidact (2023 Remaster) (LP, Album, Ltd, RE, RM, Kha)",€26.00,DiscoboleRecords,Up In Her Room,UIHR018,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),3.86,Ships From:Greece,https://www.discogs.com/sell/item/3059673784
"Mute Duo - Migrant Flocks (LP, Album, Bla)",€30.00,DiscoboleRecords,American Dreams Records,54 ADR,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:Greece,https://www.discogs.com/sell/item/2547758487
"Coastlines (3) - Coastlines 2 (2xLP, Album, Ltd, RE)",€43.00,DiscoboleRecords,Be With Records,BEWITH123LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:Greece,https://www.discogs.com/sell/item/2756794006
"Pierre Dutour - Top Fiction (LP, RE, RM)",€34.00,DiscoboleRecords,Be With Records,"BEWITH 147 LP, TM 3072","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Greece,https://www.discogs.com/sell/item/2801877172
Lorenzo Morresi & Le Isole - Pop Flop (LP),€44.00,DiscoboleRecords,Space Echo Records,SELP809,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/2979153461
"Isabelle Antena - En Cavale (2xLP, Album, RE, Sil)",€45.00,DiscoboleRecords,Numero Group,192,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/2451058046
"Anenon - Moons Melt Milk Light (LP, Album, Ltd, Cle)",€33.00,DiscoboleRecords,Tonal Union,TU004LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/2859700705
"Don Blackman - Say You'll Be Mine (7"")",€20.00,DiscoboleRecords,Mr Bongo,MRB7211,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.74,Ships From:Greece,https://www.discogs.com/sell/item/3668634885
"Bandler Ching - Coaxial (LP, Album)",€34.00,DiscoboleRecords,Sdban Ultra,SDBANULP30,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:Greece,https://www.discogs.com/sell/item/3034095280
"Genji Sawai - Sowaka (LP, Album, RE, RM)",€40.00,DiscoboleRecords,Glossy Mistakes,GLOSSY 014,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.83,Ships From:Greece,https://www.discogs.com/sell/item/2436090485
"Ghia - Don't Stop (LP, Album, Ltd)",€27.00,DiscoboleRecords,The Outer Edge,TAC-019,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/2694321076
"Kaidi Tatham - The Only Way (LP, Album)",€31.00,DiscoboleRecords,First Word Records,FW271,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.61,Ships From:Greece,https://www.discogs.com/sell/item/2765890492
"L'Eclair - Polymood (LP, Album, RE)",€25.00,DiscoboleRecords,Les Disques Bongo Joe,BJRA03,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Greece,https://www.discogs.com/sell/item/3743394223
"Pedro Ricardo - Soprem Bons Ventos (LP, Album)",€31.00,DiscoboleRecords,Soundway,SNDWLP159,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.65,Ships From:Greece,https://www.discogs.com/sell/item/2449457006
"Euglossine - Some Kind Of Forever (LP, Ltd, 180)",€29.00,DiscoboleRecords,sound as language,017,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:Greece,https://www.discogs.com/sell/item/2739395830
"Schntzl - Holiday (LP, Album, Ltd)",€28.00,DiscoboleRecords,cortizona,cortizona 022,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/2900688142
"Simon Mavin - Good Hair Day (12"", EP)",€10.00,DiscoboleRecords,Bastard Jazz Recordings,BJ47,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.40,Ships From:Greece,https://www.discogs.com/sell/item/2634462606
"edbl - edbl & friends: James Berkeley (LP, MiniAlbum)",€37.00,DiscoboleRecords,P-Vine Records,PLP-7905,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),N/A,Ships From:Greece,https://www.discogs.com/sell/item/2559169950
"Sauveur Mallia - Spatial & Co Vol. 2 (LP, Ltd, RE)",€34.00,DiscoboleRecords,Tele Music,"TM 3076, BEWITH 122 LP","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.86,Ships From:Greece,https://www.discogs.com/sell/item/2495485697
Various - Slow (Motion And Movement) (LP),€34.00,DiscoboleRecords,Be With Records,BEWITH135LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/2796717826
"Andrew Wasylyk - Parallel Light (LP, Album)",€12.00,DiscoboleRecords,Athens Of The North,AOTNLP062,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.60,Ships From:Greece,https://www.discogs.com/sell/item/2547714225
Khalab* - Layers (LP),€37.00,DiscoboleRecords,Hyperjazz Records,HJ011,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.64,Ships From:Greece,https://www.discogs.com/sell/item/2801979517
"TVB (3) - The Very Bass (LP, Album)",€33.00,DiscoboleRecords,U Know Me Records,UKM 117,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/3710121709
"The Mole - The River Widens (2xLP, Album)",€33.00,DiscoboleRecords,Circus Company,CCS124,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:Greece,https://www.discogs.com/sell/item/2369948182
"Various - A Giant Has Nowhere To Go (LP, Comp + 7"", Comp)",€46.00,DiscoboleRecords,Tongue Master Records,TMASTLP004,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:Greece,https://www.discogs.com/sell/item/3013085696
"Yarni & Give Me Monaco - Parenthesis (LP, Album, Ltd, Vio)",€32.00,DiscoboleRecords,EMK,EMK011LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/2449456550
"Tara Clerkin Trio - On The Turning Ground (12"", EP, Ltd)",€25.00,DiscoboleRecords,World Of Echo (2),WOE013,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.65,Ships From:Greece,https://www.discogs.com/sell/item/3522721373
"Polygonia, Popp (6) - Candid (LP)",€27.00,DiscoboleRecords,Squama,SQM022,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.93,Ships From:Greece,https://www.discogs.com/sell/item/3420776295
Samuele Strufaldi - Davorio (LP),€36.00,DiscoboleRecords,Musica Macondo,MM005,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/3749560960
"Jakubowska* / Moretti* / Olter* / Papior* / Pękala* / Promiński* / Sobura* / Warmijak* - Portrety 2 (LP, Album, Ltd)",€18.00,DiscoboleRecords,U Know Me Records,UKM 114,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.83,Ships From:Greece,https://www.discogs.com/sell/item/2595437337
"Sam Gendel, Marcella Cytrynowicz - Audiobook (LP, Album)",€32.00,DiscoboleRecords,Psychic Hotline,PSY031,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.08,Ships From:Greece,https://www.discogs.com/sell/item/3120457639
"Bitchin Bajas - Switched On Ra (LP, Album, Ltd, Red)",€37.00,DiscoboleRecords,Drag City,DC851,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.90,Ships From:Greece,https://www.discogs.com/sell/item/3094255524
"The Notwist - Vertigo Days Live From Alien Research Center (LP, Album)",€35.00,DiscoboleRecords,Morr Music,mm 194,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.61,Ships From:Greece,https://www.discogs.com/sell/item/2390104210
"Beauty Pill - Describes Things As They Are (2xLP, RSD, Ltd, Cok)",€48.00,DiscoboleRecords,Findings,findings001,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.30,Ships From:Greece,https://www.discogs.com/sell/item/2514205881
CV Vision - Im Tal Der Stutzer (LP),€29.00,DiscoboleRecords,Bureau B,BB432 / LP 236411,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:Greece,https://www.discogs.com/sell/item/2912596582
"Robohands - Palms (LP, Yel)",€32.00,DiscoboleRecords,Bastard Jazz Recordings,BJLP43,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.71,Ships From:Greece,https://www.discogs.com/sell/item/3762394486
"Gecko Turner - Somebody From Badajoz (LP, Album)",€23.00,DiscoboleRecords,Lovemonk,LMNK74,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/2494411136
"Lonnie Holley - Oh Me Oh My (LP, Album, Cle)",€32.00,DiscoboleRecords,Jagjaguwar,"JAG437, JAG437LP-C1","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.22,Ships From:Greece,https://www.discogs.com/sell/item/2801861422
"Marc Mac - Ja-Pan-Ah (12"", EP)",€16.00,DiscoboleRecords,Omniverse Recordings,OMNI1205,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.90,Ships From:Greece,https://www.discogs.com/sell/item/2666759817
"Fortunato Durutti Marinetti - Eight Waves In Search Of An Ocean (LP, Album, Ltd)",€25.00,DiscoboleRecords,Soft Abuse,"SAB 108, QUI010","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Greece,https://www.discogs.com/sell/item/2926034374
"Vicente Atria - Orlando Furioso (LP, Album)",€27.00,DiscoboleRecords,Aguirre Records,ZORN94,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:Greece,https://www.discogs.com/sell/item/2885005225
"Off World (3) - 3 (LP, Album, 180)",€33.00,DiscoboleRecords,Constellation,CST175,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/3014850386
"Patrick Shiroishi - I was too young to hear silence (LP, Album, Reg)",€31.00,DiscoboleRecords,American Dreams Records,70ADR,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Greece,https://www.discogs.com/sell/item/2892175708
"Trio Valore - Return Of The Iron Monkey (LP, Album, Ltd, RE, Cry)",€31.00,DiscoboleRecords,Record Kicks,RKX 092LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:Greece,https://www.discogs.com/sell/item/2859975865
"Akusmi - Lines (12"", EP, Ltd, Num, Cle)",€27.00,DiscoboleRecords,Tonal Union,TU003LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.54,Ships From:Greece,https://www.discogs.com/sell/item/3375757491
"Various - Waves Of Budabeats 15 Years (2xLP, Comp, Ltd)",€34.00,DiscoboleRecords,Budabeats,BUBE-049,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.86,Ships From:Greece,https://www.discogs.com/sell/item/3034094656
"Peace Flag Ensemble - Astral Plains (LP, Album)",€40.00,DiscoboleRecords,We Are Busy Bodies,WABB-163,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.73,Ships From:Greece,https://www.discogs.com/sell/item/2633561955
"Johnny Lamas - Danza Cosmica (LP, Album, RE)",€38.00,DiscoboleRecords,TrueClass Records,TC LP 002,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.89,Ships From:Greece,https://www.discogs.com/sell/item/2726483482
"The Still Brothers - The Still Brothers EP (12"", EP)",€31.00,DiscoboleRecords,Lewis Recordings,LEWIS 1152,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),N/A,Ships From:Greece,https://www.discogs.com/sell/item/2832533563
"Swing Family - Music Force (LP, Album, RE)",€34.00,DiscoboleRecords,Be With Records,"BEWITH 124 LP, TM 3099","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:Greece,https://www.discogs.com/sell/item/2514205464
"Pierre Bastien & Michel Banabila - Baba Soirée (LP, Album)",€33.00,DiscoboleRecords,Pingipung,Pingipung 083,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.33,Ships From:Greece,https://www.discogs.com/sell/item/3711300073
"Dennis Mpale - Paying My Bills (2x12"", Album, RE)",€21.00,DiscoboleRecords,Sticky Buttons Records,SB003,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/3710115712
"Tomorrow Comes The Harvest - Evolution (2xLP, Album)",€40.00,DiscoboleRecords,Axis,AX110,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.94,Ships From:Greece,https://www.discogs.com/sell/item/3627642162
"Pigeon (14) - Backslider (12"", EP)",€24.00,DiscoboleRecords,Soundway,SNDW12052,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.29,Ships From:Greece,https://www.discogs.com/sell/item/3422000064
"Jacob Collier - Djesse Vol. 3 (LP, Album, Ltd, RP, Mid)",€49.90,musicstorersm,Hajanga Records,5552735,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),N/A,Ships From:Italy,https://www.discogs.com/sell/item/3813699746
"Kenny Dixon Jr. / Theo Parrish - Lt 1 / Mustang 1 (12"", W/Lbl)",£53.44,loftyhouse,Not On Label,LT 1 / MUSTANG 1,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.94,Ships From:United Kingdom,https://www.discogs.com/sell/item/3813597113
"Mari Boine & Bugge Wesseltoft - Amame (2xLP, Album)",€36.00,papadicki,By Norse Music,BNM066LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Greece,https://www.discogs.com/sell/item/3499272392
"Algiers (2) - Shook (2xLP, Album)",€29.00,papadicki,Matador,OLE1784LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.26,Ships From:Greece,https://www.discogs.com/sell/item/2423874374
"Arooj Aftab, Vijay Iyer, Shahzad Ismaily - Love In Exile (2xLP)",€35.00,papadicki,Verve Records,B0037176-01,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.45,Ships From:Greece,https://www.discogs.com/sell/item/2478800984
"Cykada - Metamorphosis (LP, Album)",€23.00,papadicki,Astigmatic Records,AR025LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.60,Ships From:Greece,https://www.discogs.com/sell/item/2835038158
"Sam Gendel - Cookup (LP, Album)",€28.00,papadicki,Nonesuch,075597907155,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.32,Ships From:Greece,https://www.discogs.com/sell/item/2450686358
"Lonnie Holley - Oh Me Oh My (LP, Album)",€29.00,papadicki,Jagjaguwar,JAG437,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.24,Ships From:Greece,https://www.discogs.com/sell/item/2682607947
"Arooj Aftab - Live In London (12"", RSD, Opa)",€24.00,papadicki,Verve Records,B0037055-01,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.76,Ships From:Greece,https://www.discogs.com/sell/item/2682579846
"Melanie De Biasio - Il Viaggio (Lay Your Ear To The Rail / The Chaos Azure) (2xLP, Album)",€34.00,papadicki,[PIAS] Le Label,PIASLL202LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.61,Ships From:Greece,https://www.discogs.com/sell/item/3457701396
Hu Vibrational - Timeless (LP),€23.99,FatherHerbieRecords,Meta Records,META 028LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.25,Ships From:Greece,https://www.discogs.com/sell/item/3813224816
"Black Truffle - Black Truffle Edits 2 (12"", Ltd, Lim)",£20.00,StrangeSightings,G.A.M.M.,GAMM 178,"Very Good Plus (VG+)

                    



                                                Will show some signs that it was played and otherwise handled by a previous owner who took good care of it",N/A,4.67,Ships From:United Kingdom,https://www.discogs.com/sell/item/3813053243
"Jazzanova / The Lyman Woodard Organization - Saturday Night Special (Kai Alcé NDATL Remix / DJ Amir & Re.Decay Remix) (12"")",A$68.32,FortuneFavours,BBE,"BBE690SLP2, OEP1014","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.56,Ships From:Australia,https://www.discogs.com/sell/item/3813021791
"Bendik Giske - Bendik Giske (LP, Album)",A$52.00,churchps,Smalltown Supersound,STS417LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.29,Ships From:Australia,https://www.discogs.com/sell/item/3806702582
Adam Halliwell - Freedom Lapse (LP),A$40.00,churchps,Elations Recordings,ELA002,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.86,Ships From:Australia,https://www.discogs.com/sell/item/3806706122
"Mouche (5) - Lake Songs (LP, Album)",A$48.00,churchps,Research Records,RESEARCH11,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:Australia,https://www.discogs.com/sell/item/3806685617
"Various - Intrigue (Steven Wilson Presents: Progressive Sounds In UK Alternative Music 1979-89) (Box + 7xLP, Comp, 140)",€129.50,satrianivai,Demon Records,DEMRECBOX78,Mint (M),Mint (M),4.84,Ships From:Netherlands,https://www.discogs.com/sell/item/2816974924
"Simon Mavin - Good Hair Day (12"", EP)",$15.00,bakedwax,Bastard Jazz Recordings,BJ47,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.40,Ships From:United States,https://www.discogs.com/sell/item/3812587631
"Juan Pablo Torres - Cuba Disco (LP, Album, RE)",$55.00,bakedwax,Mondo Groove,MGLP 116,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.80,Ships From:United States,https://www.discogs.com/sell/item/3812581994
"Egisto Macchi - Gangsters 70 (LP, Ltd)",$40.00,bakedwax,Cinedelic Records,CNSV03,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.40,Ships From:United States,https://www.discogs.com/sell/item/3812578760
"Madlib - Shades Of Blue (Madlib Invades Blue Note) (2xLP, Album, RE, 180)",€44.00,orbers_vinyl,Blue Note,"5507723, 00602455077233","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:Greece,https://www.discogs.com/sell/item/3628244877
"Berlioz (2) - Jazz Is For Ordinary People (12"", EP, Rec)",€60.00,orbers_vinyl,Not On Label (Berlioz (2) Self-released),BER001,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.73,Ships From:Greece,https://www.discogs.com/sell/item/3766480314
"Cymande - Second Time Round (LP, Album, Ltd, RE, Gre)",€39.00,orbers_vinyl,Partisan Records,PTKF3026-3,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.60,Ships From:Greece,https://www.discogs.com/sell/item/3404586282
"Mari Boine & Bugge Wesseltoft - Amame (2xLP, Album)",$23.44,C.C.Music,By Norse Music,BNM066LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),5.00,Ships From:United States,https://www.discogs.com/sell/item/3449322705
"Herbie Hancock - Sextant (LP, Album, Club, RE, Lun)",£28.00,Vinylpeople.co.uk,Columbia,19658819721,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.64,Ships From:United Kingdom,https://www.discogs.com/sell/item/2861650093
"Alessandro Alessandroni - Alessandroni Proibito, Vol. 2 (Music from Red Light Films 1976-1980) (5x7"" + Box, Ltd)",€97.55,KagoshimaRecords,Four Flies Records,"FLIES BX-02, FLIES 45-55, FLIES 45-56, FLIES 45-57","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.90,Ships From:Italy,https://www.discogs.com/sell/item/2986727366
"Alessandro Alessandroni - Alessandroni Proibito, Vol. 2 (Music from Red Light Films 1976-1980) (5x7"" + Box, Ltd)",€97.55,KagoshimaRecords,Four Flies Records,"FLIES BX-02, FLIES 45-55, FLIES 45-56, FLIES 45-57","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.90,Ships From:Italy,https://www.discogs.com/sell/item/2986728191
"Various - Super-Sonic Family Vol. 2 (3xLP, Album)",€34.68,KagoshimaRecords,Super-Sonic Jazz,SSJ018,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/2850041161
"Carlos Niño & Friends - (I'm just) Chillin', on Fire (2xLP, Album)",€32.08,KagoshimaRecords,International Anthem Recording Company,IARC0067,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.53,Ships From:Italy,https://www.discogs.com/sell/item/2823900661
"Carlos Niño & Friends - (I'm just) Chillin', on Fire (2xLP, Album)",€32.08,KagoshimaRecords,International Anthem Recording Company,IARC0067,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.53,Ships From:Italy,https://www.discogs.com/sell/item/2823900787
CV Vision - Im Tal Der Stutzer (LP),€30.22,KagoshimaRecords,Bureau B,BB432 / LP 236411,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:Italy,https://www.discogs.com/sell/item/2614977672
CV Vision - Im Tal Der Stutzer (LP),€30.22,KagoshimaRecords,Bureau B,BB432 / LP 236411,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:Italy,https://www.discogs.com/sell/item/2614977807
Dicky Continental - Un... (LP),€29.75,KagoshimaRecords,Acid Jazz,AJXLP677,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),N/A,Ships From:Italy,https://www.discogs.com/sell/item/2580704148
Dicky Continental - Un... (LP),€29.75,KagoshimaRecords,Acid Jazz,AJXLP677,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),N/A,Ships From:Italy,https://www.discogs.com/sell/item/2580704316
"Sindaco feat. Marcela Dias/Abyssy/Stromboli - Spiritual Safari (LP, Ltd, 200)",€27.88,KagoshimaRecords,New Interplanetary Melodies,NIM010,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/2369937001
"Pierre Dutour - Top Fiction (LP, RE, RM)",€26.50,KagoshimaRecords,Be With Records,"BEWITH 147 LP, TM 3072","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.75,Ships From:Italy,https://www.discogs.com/sell/item/3059749819
"Sauveur Mallia - Spatial & Co Vol. 2 (LP, Ltd, RE)",€25.10,KagoshimaRecords,Tele Music,"TM 3076, BEWITH 122 LP","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.86,Ships From:Italy,https://www.discogs.com/sell/item/2966228760
